Name,Resource type,Project Id,Display name,Status,Folders,Organization,Parent asset type,Parent full resource name,KMS keys,Description,Location,Labels,Network tags,Additional attributes
"//logging.googleapis.com/projects/547930980917/sinks/_Required","logging.LogSink","smart-ga4","_Required",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/youtubereporting.googleapis.com","serviceusage.Service","smart-ga4","youtubereporting.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/firebase.googleapis.com","serviceusage.Service","smart-ga4","firebase.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/firebaserules.googleapis.com","serviceusage.Service","smart-ga4","firebaserules.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/bigquery.googleapis.com","serviceusage.Service","smart-ga4","bigquery.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/servicemanagement.googleapis.com","serviceusage.Service","smart-ga4","servicemanagement.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/datastore.googleapis.com","serviceusage.Service","smart-ga4","datastore.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/deploymentmanager.googleapis.com","serviceusage.Service","smart-ga4","deploymentmanager.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//firebase.googleapis.com/projects/547930980917/androidApps/1:547930980917:android:746f1b96fbe3fc951fe77c","firebase.FirebaseAppInfo","smart-ga4","Shannon Fletcher ",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,,,,
"//serviceusage.googleapis.com/projects/547930980917/services/testing.googleapis.com","serviceusage.Service","smart-ga4","testing.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/pubsub.googleapis.com","serviceusage.Service","smart-ga4","pubsub.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/geolocation.googleapis.com","serviceusage.Service","smart-ga4","geolocation.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/runtimeconfig.googleapis.com","serviceusage.Service","smart-ga4","runtimeconfig.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/storage-component.googleapis.com","serviceusage.Service","smart-ga4","storage-component.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//serviceusage.googleapis.com/projects/547930980917/services/multiclustermetering.googleapis.com","serviceusage.Service","smart-ga4","multiclustermetering.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912/tables/events_20230223","bigquery.Table","smart-ga4","events_20230223",,,,"bigquery.googleapis.com/Dataset","//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912",,,"US",,,
"//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912/tables/events_20230222","bigquery.Table","smart-ga4","events_20230222",,,,"bigquery.googleapis.com/Dataset","//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912",,,"US",,,
"//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912/tables/events_20230221","bigquery.Table","smart-ga4","events_20230221",,,,"bigquery.googleapis.com/Dataset","//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912",,,"US",,,
"//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912/tables/events_20230220","bigquery.Table","smart-ga4","events_20230220",,,,"bigquery.googleapis.com/Dataset","//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912",,,"US",,,
"//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912/tables/events_20230219","bigquery.Table","smart-ga4","events_20230219",,,,"bigquery.googleapis.com/Dataset","//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912",,,"US",,,
"//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912/tables/events_20230218","bigquery.Table","smart-ga4","events_20230218",,,,"bigquery.googleapis.com/Dataset","//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912",,,"US",,,
"//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912/tables/events_20230217","bigquery.Table","smart-ga4","events_20230217",,,,"bigquery.googleapis.com/Dataset","//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912",,,"US",,,
"//iam.googleapis.com/projects/smart-ga4/serviceAccounts/113184089757648321150/keys/5c734b490c296a29d12331335db448ade5cc17da","iam.ServiceAccountKey","smart-ga4","projects/smart-ga4/serviceAccounts/shan-business@smart-ga4.iam.gserviceaccount.com/keys/5c734b490c296a29d12331335db448ade5cc17da",,,,"iam.googleapis.com/ServiceAccount","//iam.googleapis.com/projects/smart-ga4/serviceAccounts/shan-business@smart-ga4.iam.gserviceaccount.com",,,,,,
"//iam.googleapis.com/projects/smart-ga4/serviceAccounts/105996726805404296542/keys/c64b3b6ea7dbb659058e5d3df9e70e99d2f252e8","iam.ServiceAccountKey","smart-ga4","projects/smart-ga4/serviceAccounts/547930980917-compute@developer.gserviceaccount.com/keys/c64b3b6ea7dbb659058e5d3df9e70e99d2f252e8",,,,"iam.googleapis.com/ServiceAccount","//iam.googleapis.com/projects/smart-ga4/serviceAccounts/547930980917-compute@developer.gserviceaccount.com",,,,,,
"//iam.googleapis.com/projects/smart-ga4/serviceAccounts/102968139220948184397/keys/4d74f7d7511282e12a02436877076f4b48152f43","iam.ServiceAccountKey","smart-ga4","projects/smart-ga4/serviceAccounts/firebase-adminsdk-me9oh@smart-ga4.iam.gserviceaccount.com/keys/4d74f7d7511282e12a02436877076f4b48152f43",,,,"iam.googleapis.com/ServiceAccount","//iam.googleapis.com/projects/smart-ga4/serviceAccounts/firebase-adminsdk-me9oh@smart-ga4.iam.gserviceaccount.com",,,,,,
"//iam.googleapis.com/projects/smart-ga4/serviceAccounts/shan-business@smart-ga4.iam.gserviceaccount.com","iam.ServiceAccount","smart-ga4","Shan Business ","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,"Watch ",,,,"{email:shan-business@smart-ga4.iam.gserviceaccount.com,uniqueId:113184089757648321150}"
"//serviceusage.googleapis.com/projects/547930980917/services/cloudapis.googleapis.com","serviceusage.Service","smart-ga4","cloudapis.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//gkehub.googleapis.com/projects/smart-ga4/locations/global/features/configmanagement","gkehub.Feature","smart-ga4","configmanagement","ACTIVE",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_278912912","bigquery.Dataset","smart-ga4","analytics_278912912",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"US",,,
"//serviceusage.googleapis.com/projects/547930980917/services/clouddebugger.googleapis.com","serviceusage.Service","smart-ga4","clouddebugger.googleapis.com","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//cloudbilling.googleapis.com/projects/smart-ga4/billingInfo","cloudbilling.ProjectBillingInfo","smart-ga4","projects/smart-ga4/billingInfo","CLOSED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"global",,,
"//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_277829267/tables/events_20210711","bigquery.Table","smart-ga4","events_20210711",,,,"bigquery.googleapis.com/Dataset","//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_277829267",,,"US",,,
"//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_277829267/tables/events_20210701","bigquery.Table","smart-ga4","events_20210701",,,,"bigquery.googleapis.com/Dataset","//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_277829267",,,"US",,,
"//bigquery.googleapis.com/projects/smart-ga4/datasets/analytics_277829267","bigquery.Dataset","smart-ga4","analytics_277829267",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,"US",,,
"//iam.googleapis.com/projects/smart-ga4/serviceAccounts/547930980917-compute@developer.gserviceaccount.com","iam.ServiceAccount","smart-ga4","Compute Engine default service account","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,,,,"{email:547930980917-compute@developer.gserviceaccount.com,uniqueId:105996726805404296542}"
"//iam.googleapis.com/projects/smart-ga4/serviceAccounts/firebase-adminsdk-me9oh@smart-ga4.iam.gserviceaccount.com","iam.ServiceAccount","smart-ga4","firebase-adminsdk","ENABLED",,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,"Firebase Admin SDK Service Agent",,,,"{email:firebase-adminsdk-me9oh@smart-ga4.iam.gserviceaccount.com,uniqueId:102968139220948184397}"
"//apikeys.googleapis.com/projects/547930980917/locations/global/keys/5d7f8df3-45d4-44c2-a453-52018ded56df","apikeys.Key","smart-ga4","Android key (auto created by Firebase)",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,,,,
"//apikeys.googleapis.com/projects/547930980917/locations/global/keys/3f765f2a-b75d-4f4f-a16e-5701e701abd2","apikeys.Key","smart-ga4","Browser key (auto created by Firebase)",,,,"cloudresourcemanager.googleapis.com/Project","//cloudresourcemanager.googleapis.com/projects/smart-ga4",,,,,,
"//cloudresourcemanager.googleapis.com/projects/smart-ga4","cloudresourcemanager.Project","smart-ga4","SMART - GA4","ACTIVE",,,,,,,"global","{dimvy:100000000,firebase:enabled,nodoubtz_record_label:100000000000,revenue:100000000000}",,"{projectId:smart-ga4}"
